fpr,tpr
0.0,0.0
0.0,0.002881844380403458
0.0,0.03170028818443804
0.0,0.037463976945244955
0.0,0.07492795389048991
0.0,0.08069164265129683
0.0,0.2420749279538905
0.0,0.2507204610951009
0.0,0.26512968299711814
0.0007396449704142012,0.26512968299711814
0.0007396449704142012,0.276657060518732
0.0007396449704142012,0.2824207492795389
0.0007396449704142012,0.45244956772334294
0.0014792899408284023,0.45244956772334294
0.0014792899408284023,0.5187319884726225
0.0022189349112426036,0.5187319884726225
0.0022189349112426036,0.5878962536023055
0.0029585798816568047,0.5878962536023055
0.0029585798816568047,0.5994236311239193
0.0036982248520710057,0.5994236311239193
0.0036982248520710057,0.7031700288184438
0.005917159763313609,0.7031700288184438
0.005917159763313609,0.7348703170028819
0.006656804733727811,0.7348703170028819
0.006656804733727811,0.7435158501440923
0.0073964497041420114,0.7435158501440923
0.0073964497041420114,0.7521613832853026
0.008875739644970414,0.7521613832853026
0.008875739644970414,0.7579250720461095
0.009615384615384616,0.7579250720461095
0.009615384615384616,0.7636887608069164
0.011094674556213017,0.7636887608069164
0.011094674556213017,0.7723342939481268
0.011834319526627219,0.7723342939481268
0.011834319526627219,0.7838616714697406
0.015532544378698224,0.7838616714697406
0.015532544378698224,0.792507204610951
0.01849112426035503,0.792507204610951
0.01849112426035503,0.7982708933717579
0.020710059171597635,0.7982708933717579
0.020710059171597635,0.8011527377521613
0.021449704142011833,0.8011527377521613
0.021449704142011833,0.8040345821325648
0.023668639053254437,0.8040345821325648
0.023668639053254437,0.8069164265129684
0.02440828402366864,0.8069164265129684
0.02440828402366864,0.8097982708933718
0.028106508875739646,0.8097982708933718
0.028106508875739646,0.8184438040345822
0.029585798816568046,0.8184438040345822
0.029585798816568046,0.8213256484149856
0.031804733727810654,0.8213256484149856
0.031804733727810654,0.8270893371757925
0.03254437869822485,0.8270893371757925
0.03254437869822485,0.829971181556196
0.03328402366863906,0.829971181556196
0.03328402366863906,0.8328530259365994
0.034023668639053255,0.8328530259365994
0.034023668639053255,0.8357348703170029
0.03476331360946745,0.8357348703170029
0.03476331360946745,0.8414985590778098
0.038461538461538464,0.8414985590778098
0.038461538461538464,0.8443804034582133
0.03994082840236687,0.8443804034582133
0.03994082840236687,0.8472622478386167
0.04363905325443787,0.8472622478386167
0.04363905325443787,0.8501440922190202
0.04955621301775148,0.8501440922190202
0.04955621301775148,0.8530259365994236
0.05029585798816568,0.8530259365994236
0.05029585798816568,0.8559077809798271
0.05251479289940828,0.8559077809798271
0.05251479289940828,0.8587896253602305
0.057692307692307696,0.8587896253602305
0.057692307692307696,0.8645533141210374
0.05917159763313609,0.8645533141210374
0.05917159763313609,0.8674351585014409
0.0613905325443787,0.8674351585014409
0.0628698224852071,0.8674351585014409
0.0643491124260355,0.8674351585014409
0.0643491124260355,0.8703170028818443
0.07544378698224852,0.8703170028818443
0.07544378698224852,0.8760806916426513
0.07914201183431953,0.8760806916426513
0.07914201183431953,0.8789625360230547
0.08284023668639054,0.8789625360230547
0.08284023668639054,0.8818443804034583
0.08357988165680473,0.8818443804034583
0.08357988165680473,0.8876080691642652
0.09245562130177515,0.8876080691642652
0.09245562130177515,0.8904899135446686
0.09319526627218935,0.8904899135446686
0.09319526627218935,0.8933717579250721
0.09689349112426035,0.8933717579250721
0.09689349112426035,0.8962536023054755
0.09763313609467456,0.8962536023054755
0.09763313609467456,0.899135446685879
0.10059171597633136,0.899135446685879
0.10059171597633136,0.9020172910662824
0.10355029585798817,0.9020172910662824
0.10355029585798817,0.9048991354466859
0.10428994082840237,0.9048991354466859
0.10428994082840237,0.9077809798270894
0.10576923076923077,0.9077809798270894
0.10576923076923077,0.9106628242074928
0.11390532544378698,0.9106628242074928
0.11390532544378698,0.9135446685878963
0.11464497041420119,0.9135446685878963
0.11612426035502958,0.9135446685878963
0.11612426035502958,0.9193083573487032
0.11760355029585799,0.9193083573487032
0.1235207100591716,0.9193083573487032
0.1235207100591716,0.9221902017291066
0.13239644970414202,0.9221902017291066
0.1338757396449704,0.9221902017291066
0.13535502958579881,0.9221902017291066
0.13535502958579881,0.9279538904899135
0.13683431952662722,0.9279538904899135
0.13757396449704143,0.9279538904899135
0.13757396449704143,0.930835734870317
0.1390532544378698,0.930835734870317
0.14053254437869822,0.930835734870317
0.14497041420118342,0.930835734870317
0.14497041420118342,0.9337175792507204
0.14940828402366865,0.9337175792507204
0.14940828402366865,0.9365994236311239
0.15088757396449703,0.9365994236311239
0.15088757396449703,0.9394812680115274
0.15828402366863906,0.9394812680115274
0.16124260355029585,0.9394812680115274
0.17455621301775148,0.9394812680115274
0.17455621301775148,0.9423631123919308
0.1752958579881657,0.9423631123919308
0.1752958579881657,0.9452449567723343
0.20414201183431951,0.9452449567723343
0.20414201183431951,0.9481268011527377
0.22633136094674555,0.9481268011527377
0.22633136094674555,0.9510086455331412
0.23298816568047337,0.9510086455331412
0.23298816568047337,0.9538904899135446
0.23742603550295857,0.9538904899135446
0.23742603550295857,0.9567723342939481
0.23964497041420119,0.9567723342939481
0.23964497041420119,0.9596541786743515
0.2455621301775148,0.9596541786743515
0.2470414201183432,0.9596541786743515
0.2566568047337278,0.9596541786743515
0.2581360946745562,0.9596541786743515
0.25961538461538464,0.9596541786743515
0.25961538461538464,0.962536023054755
0.2603550295857988,0.962536023054755
0.2677514792899408,0.962536023054755
0.27366863905325445,0.962536023054755
0.27514792899408286,0.962536023054755
0.28106508875739644,0.962536023054755
0.28254437869822485,0.962536023054755
0.28476331360946744,0.962536023054755
0.2869822485207101,0.962536023054755
0.28846153846153844,0.962536023054755
0.28994082840236685,0.962536023054755
0.29363905325443784,0.962536023054755
0.29363905325443784,0.9654178674351584
0.2943786982248521,0.9654178674351584
0.2958579881656805,0.9654178674351584
0.30029585798816566,0.9654178674351584
0.30029585798816566,0.968299711815562
0.3039940828402367,0.968299711815562
0.3106508875739645,0.968299711815562
0.3121301775147929,0.968299711815562
0.3136094674556213,0.968299711815562
0.3143491124260355,0.968299711815562
0.3165680473372781,0.968299711815562
0.3202662721893491,0.968299711815562
0.3202662721893491,0.9711815561959655
0.3217455621301775,0.9711815561959655
0.32322485207100593,0.9711815561959655
0.32322485207100593,0.9740634005763689
0.3269230769230769,0.9740634005763689
0.32840236686390534,0.9740634005763689
0.32988165680473375,0.9740634005763689
0.33136094674556216,0.9740634005763689
0.3328402366863905,0.9740634005763689
0.3343195266272189,0.9740634005763689
0.3557692307692308,0.9740634005763689
0.3572485207100592,0.9740634005763689
0.3735207100591716,0.9740634005763689
0.3735207100591716,0.9769452449567724
0.3809171597633136,0.9769452449567724
0.382396449704142,0.9769452449567724
0.39201183431952663,0.9769452449567724
0.39349112426035504,0.9769452449567724
0.40014792899408286,0.9769452449567724
0.4031065088757396,0.9769452449567724
0.4068047337278107,0.9769452449567724
0.40976331360946744,0.9769452449567724
0.42529585798816566,0.9769452449567724
0.42677514792899407,0.9769452449567724
0.4297337278106509,0.9769452449567724
0.4341715976331361,0.9769452449567724
0.4378698224852071,0.9769452449567724
0.4400887573964497,0.9769452449567724
0.4460059171597633,0.9769452449567724
0.4474852071005917,0.9769452449567724
0.46449704142011833,0.9769452449567724
0.46449704142011833,0.9798270893371758
0.46597633136094674,0.9798270893371758
0.49038461538461536,0.9798270893371758
0.4918639053254438,0.9798270893371758
0.503698224852071,0.9798270893371758
0.503698224852071,0.9827089337175793
0.5118343195266272,0.9827089337175793
0.5133136094674556,0.9827089337175793
0.5244082840236687,0.9827089337175793
0.525887573964497,0.9827089337175793
0.5288461538461539,0.9827089337175793
0.5303254437869822,0.9827089337175793
0.5665680473372781,0.9827089337175793
0.5665680473372781,0.9855907780979827
0.5806213017751479,0.9855907780979827
0.5821005917159763,0.9855907780979827
0.5835798816568047,0.9855907780979827
0.5850591715976331,0.9855907780979827
0.6116863905325444,0.9855907780979827
0.6146449704142012,0.9855907780979827
0.6183431952662722,0.9855907780979827
0.6198224852071006,0.9855907780979827
0.625,0.9855907780979827
0.6272189349112426,0.9855907780979827
0.6368343195266272,0.9855907780979827
0.639792899408284,0.9855907780979827
0.6486686390532544,0.9855907780979827
0.6501479289940828,0.9855907780979827
0.6531065088757396,0.9855907780979827
0.6553254437869822,0.9855907780979827
0.658284023668639,0.9855907780979827
0.6634615384615384,0.9855907780979827
0.6642011834319527,0.9855907780979827
0.665680473372781,0.9855907780979827
0.6664201183431953,0.9855907780979827
0.6678994082840237,0.9855907780979827
0.6819526627218935,0.9855907780979827
0.6849112426035503,0.9855907780979827
0.6989644970414202,0.9855907780979827
0.7011834319526628,0.9855907780979827
0.7048816568047337,0.9855907780979827
0.7078402366863905,0.9855907780979827
0.7130177514792899,0.9855907780979827
0.7144970414201184,0.9855907780979827
0.7152366863905325,0.9855907780979827
0.7181952662721893,0.9855907780979827
0.7248520710059172,0.9855907780979827
0.727810650887574,0.9855907780979827
0.7285502958579881,0.9855907780979827
0.7300295857988166,0.9855907780979827
0.7455621301775148,0.9855907780979827
0.7455621301775148,0.9884726224783862
0.7485207100591716,0.9884726224783862
0.75,0.9884726224783862
0.7596153846153846,0.9884726224783862
0.761094674556213,0.9884726224783862
0.764792899408284,0.9884726224783862
0.764792899408284,0.9913544668587896
0.7670118343195266,0.9913544668587896
0.7714497041420119,0.9913544668587896
0.7736686390532544,0.9913544668587896
0.7751479289940828,0.9913544668587896
0.7795857988165681,0.9913544668587896
0.7810650887573964,0.9913544668587896
0.783284023668639,0.9913544668587896
0.7847633136094675,0.9913544668587896
0.7884615384615384,0.9913544668587896
0.7958579881656804,0.9913544668587896
0.7988165680473372,0.9913544668587896
0.8047337278106509,0.9913544668587896
