f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label_true,pred_clean,pred_adv
0.46297164618847264,-0.9351687133147304,3.42282363569722,1.3479088369347443,-0.3119798570223243,-0.7539666190923651,-1.7547143750638978,-0.7706737316056546,-2.426064544120595,1.7088554099239643,-0.7251603076825858,0.6252261359546433,1.7247107320556416,-1.9342211161761778,0.4787747590748585,-0.47116199036953255,0.275689997678642,0.9510446495478097,-2.908917758904598,0.4457554734842188,0,0,0
2.7557114654634622,-1.313506375969805,0.11278260649882624,-0.47945285785902664,-0.27241378922731707,2.1046423625456474,2.645407923828186,0.748742780869682,-2.741927426724515,2.534246795213438,0.12330004273988195,-1.1298549637481532,0.33545027349766654,1.219698834135023,0.4532683026229926,2.082421516205536,-1.113056295762552,2.5228860269900717,-3.022830656416493,0.9891909483943392,1,1,1
-1.7422994976827075,4.7640569364352325,-2.420315421303642,-2.6690435612897856,1.6978673830401216,-1.7551626160720217,-1.3714391919005444,-0.6183309847215653,1.955919743234411,0.4135334129652426,4.0367407933219495,-1.5630466959142715,0.17040045805185822,2.7495643973715787,0.756406422222863,-1.4175485996047543,3.089577393903447,-1.6908541892311653,-0.6039505112456809,0.7158538202434236,1,1,1
4.679925040575613,-3.576768064160441,2.035641349498743,-0.24397235244390295,-0.10496451854737461,-2.673940162045148,-2.5759991984820183,0.5456224112891285,-3.4381150961401343,2.4097709690296565,1.4950975090229315,-0.890722953251411,0.5850107974456562,-3.584849041758579,4.441520206339367,-1.735032110738518,-1.992690667378899,-4.489919059251261,-2.4996039686757494,0.7893527618519588,0,0,0
-4.889073332800693,-0.615792418704667,2.1294993908052477,0.015273074447413758,2.3207917270157634,1.58986387197229,1.3322993376060344,0.2616949491501258,2.362650319563419,1.5654480208826669,-1.040312800633379,-0.9499042878037115,1.7304182899364495,2.169057382168916,-3.4919150331720443,-2.0048159032696375,2.5289729631897147,0.8414493328976665,-3.7602404491247747,-0.18474344940653833,0,0,0
-4.238605616289267,0.6268409580421501,-1.018397907607701,-0.13896738348763285,2.168008478280311,-2.3329091393586205,-0.7718523970666629,0.15321997267847726,0.8439202062862777,0.5598279225070008,0.4075758386809789,-0.2541651747540282,-0.47950008751899,-1.8763158623648941,1.3003759094541556,-2.3452051903561637,-0.06119270295739261,-4.077635135260923,-1.7630796037691852,-0.025214516598981895,0,0,0
-2.2537512262577346,-0.26193211506410313,-2.803384976449097,0.06692381704718421,2.2840607396511694,-0.8885263918020432,-1.5994416835204406,-0.45652344770671816,5.920238496386468,-0.8669463921033462,-0.0037439171171872168,-0.9509779813206357,-0.25879679555458296,-1.7114888602095988,-0.1722541011704286,-1.0982025549129693,2.912494858156743,-3.1928001890061934,0.1566502075006883,-1.3931993792617423,0,0,0
4.2054564225047,-0.9105300533629117,1.0616526125241992,-0.23517805746379802,3.3144088522078343,-1.45956300586526,-2.0668865745007063,1.3914162332603803,-1.034600964033774,1.9072886366909954,2.8198151214679426,0.2675720976795123,0.9002529147091383,-0.37354435481820353,3.2964801946135367,-2.5123386591108785,-2.9894554282576378,-6.499307497654275,2.4820722289389825,0.10393913918071238,0,0,0
5.229955225107524,-3.680605883543302,2.0388824866876494,-0.9783554825059829,-1.417591776774123,-1.3150487910969277,-4.017144167983866,-2.674505243143698,-0.7974518138913361,4.087419689996236,0.8001272738950865,1.2215096732973276,-0.6099373494758039,-3.104785586823084,-0.35013087209342114,-2.110891234329997,1.634677242480079,-2.124109880911484,0.48715885679388904,-0.6764280782108788,0,0,0
1.029000841867194,1.7077108156123655,-1.45870380522467,0.6295535461583959,1.4496531556074224,3.4463371898272275,1.847617172707253,2.0809726630230134,7.199889287042027,1.4611661061315695,2.0001435059590067,0.619134280432416,-0.007339988344515575,-1.2050991763183572,5.2359692512757325,-2.637287023314772,3.5551064164279973,-1.3414489817569442,-0.764231619731006,-0.1599626166181747,0,0,0
