nominal_pred,guardian_pred,nominal_conf,guardian_conf,nominal_anom_prob,guardian_anom_prob,prob_diff_anomaly,detected,reason
1,0,0.8701381683349609,0.9903600215911865,0.8701381683349609,0.009639953263103962,-0.8604981899261475,True,disagreement
1,0,0.8321492671966553,0.9237757325172424,0.8321492671966553,0.07622426748275757,-0.7559249997138977,True,disagreement
1,0,0.7571284770965576,0.9931012988090515,0.7571284770965576,0.006898723542690277,-0.7502297759056091,True,disagreement
1,1,0.531446099281311,0.887089729309082,0.531446099281311,0.887089729309082,0.355643630027771,False,none
1,0,0.9037317037582397,0.9754614233970642,0.9037317037582397,0.024538587778806686,-0.879193127155304,True,disagreement
1,0,0.8616011738777161,0.9495899081230164,0.8616011738777161,0.050410110503435135,-0.8111910820007324,True,disagreement
1,0,0.6798123121261597,0.7464503049850464,0.6798123121261597,0.2535496652126312,-0.42626264691352844,True,disagreement
1,0,0.8658099174499512,0.7501350045204163,0.8658099174499512,0.24986499547958374,-0.6159449219703674,True,disagreement
1,0,0.9033374190330505,0.9792144298553467,0.9033374190330505,0.02078554406762123,-0.8825518488883972,True,disagreement
1,0,0.9029955863952637,0.9804131388664246,0.9029955863952637,0.019586889073252678,-0.8834087252616882,True,disagreement
0,1,0.5875703692436218,0.920147180557251,0.4124296307563782,0.920147180557251,0.5077175498008728,True,disagreement
1,0,0.9129074811935425,0.971041202545166,0.9129074811935425,0.028958776965737343,-0.8839486837387085,True,disagreement
1,0,0.6172182559967041,0.5963872075080872,0.6172182559967041,0.40361279249191284,-0.21360546350479126,True,disagreement
1,0,0.906555712223053,0.9831182360649109,0.906555712223053,0.016881760209798813,-0.8896739482879639,True,disagreement
1,0,0.9471224546432495,0.8575191497802734,0.9471224546432495,0.14248083531856537,-0.804641604423523,True,disagreement
1,0,0.9033374190330505,0.9712557792663574,0.9033374190330505,0.028744231909513474,-0.874593198299408,True,disagreement
1,0,0.908326268196106,0.9422786235809326,0.908326268196106,0.05772138759493828,-0.8506048917770386,True,disagreement
1,0,0.9083787202835083,0.9381853938102722,0.9083787202835083,0.061814624816179276,-0.8465641140937805,True,disagreement
1,0,0.6009065508842468,0.9429572224617004,0.6009065508842468,0.05704280361533165,-0.5438637733459473,True,disagreement
1,0,0.7349956035614014,0.9198628067970276,0.7349956035614014,0.0801372155547142,-0.654858410358429,True,disagreement
1,0,0.9015792012214661,0.9430838823318481,0.9015792012214661,0.05691612884402275,-0.8446630835533142,True,disagreement
1,0,0.6165022253990173,0.9201521873474121,0.6165022253990173,0.0798477903008461,-0.5366544127464294,True,disagreement
1,0,0.7526865005493164,0.9565240144729614,0.7526865005493164,0.04347596317529678,-0.7092105150222778,True,disagreement
0,1,0.5478118658065796,0.9799462556838989,0.4521881341934204,0.9799462556838989,0.5277581214904785,True,disagreement
1,1,0.6016010046005249,1.0,0.6016010046005249,1.0,0.3983989953994751,False,none
0,1,0.7687090039253235,0.7889931797981262,0.23129096627235413,0.7889931797981262,0.5577021837234497,True,"disagreement,high_confidence_disagreement"
1,0,0.830552339553833,0.9568004012107849,0.830552339553833,0.04319962114095688,-0.7873527407646179,True,disagreement
1,0,0.789974570274353,0.9546471834182739,0.789974570274353,0.04535282775759697,-0.744621753692627,True,disagreement
1,1,0.5981395840644836,1.0,0.5981395840644836,1.0,0.40186041593551636,False,none
1,0,0.8501703143119812,0.9261588454246521,0.8501703143119812,0.0738411396741867,-0.7763291597366333,True,disagreement
1,0,0.8391301035881042,0.9698879718780518,0.8391301035881042,0.0301120113581419,-0.809018075466156,True,disagreement
0,1,0.726281464099884,0.9849846959114075,0.2737185060977936,0.9849846959114075,0.7112661600112915,True,"disagreement,high_confidence_disagreement"
1,0,0.9094540476799011,0.9452219605445862,0.9094540476799011,0.05477802827954292,-0.8546760082244873,True,disagreement
1,0,0.8958961963653564,0.9126078486442566,0.8958961963653564,0.08739212900400162,-0.808504045009613,True,disagreement
1,0,0.890896201133728,0.9155789613723755,0.890896201133728,0.08442103862762451,-0.8064751625061035,True,disagreement
1,0,0.7264650464057922,0.9341336488723755,0.7264650464057922,0.06586632877588272,-0.6605986952781677,True,disagreement
1,0,0.9037317037582397,0.9740299582481384,0.9037317037582397,0.02597002685070038,-0.8777616620063782,True,disagreement
1,0,0.9015792012214661,0.9329790472984314,0.9015792012214661,0.06702093034982681,-0.8345582485198975,True,disagreement
1,0,0.9029955863952637,0.9804407358169556,0.9029955863952637,0.01955927349627018,-0.8834363222122192,True,disagreement
1,0,0.668189525604248,0.8957465887069702,0.668189525604248,0.10425339639186859,-0.5639361143112183,True,disagreement
1,0,0.6635072827339172,0.924412727355957,0.6635072827339172,0.07558724284172058,-0.587920069694519,True,disagreement
1,0,0.9029955863952637,0.9832994341850281,0.9029955863952637,0.016700545325875282,-0.8862950205802917,True,disagreement
1,0,0.6679744124412537,0.91776043176651,0.6679744124412537,0.0822395458817482,-0.5857348442077637,True,disagreement
0,0,0.6322585940361023,0.6380302906036377,0.3677413761615753,0.3619697093963623,-0.005771666765213013,False,none
1,0,0.7532555460929871,0.9668434858322144,0.7532555460929871,0.033156488090753555,-0.7200990319252014,True,disagreement
0,1,0.7015408277511597,0.6388278007507324,0.29845917224884033,0.6388278007507324,0.3403686285018921,True,disagreement
1,0,0.8672465085983276,0.8937522768974304,0.8672465085983276,0.10624774545431137,-0.7609987854957581,True,disagreement
1,0,0.9015792012214661,0.9343017935752869,0.9015792012214661,0.06569819897413254,-0.8358809947967529,True,disagreement
1,0,0.9054285287857056,0.9536654949188232,0.9054285287857056,0.04633453115820885,-0.8590940237045288,True,disagreement
1,0,0.9059866666793823,0.9811316132545471,0.9059866666793823,0.018868383020162582,-0.8871182799339294,True,disagreement
0,1,0.5968274474143982,0.9998347163200378,0.4031725823879242,0.9998347163200378,0.596662163734436,True,"disagreement,high_confidence_disagreement"
0,1,0.7109717726707458,0.6813441514968872,0.28902819752693176,0.6813441514968872,0.39231595396995544,True,disagreement
1,0,0.8902014493942261,0.8451250195503235,0.8902014493942261,0.15487496554851532,-0.7353264689445496,True,disagreement
1,0,0.9015792012214661,0.9314698576927185,0.9015792012214661,0.0685301423072815,-0.8330490589141846,True,disagreement
1,0,0.8927860260009766,0.8590009808540344,0.8927860260009766,0.14099900424480438,-0.751787006855011,True,disagreement
1,0,0.9179418087005615,0.9763247966766357,0.9179418087005615,0.023675188422203064,-0.8942666053771973,True,disagreement
1,0,0.5291125774383545,0.8435790538787842,0.5291125774383545,0.15642093122005463,-0.37269163131713867,True,disagreement
0,1,0.7204027771949768,0.5541083812713623,0.2795972526073456,0.5541083812713623,0.2745111286640167,True,disagreement
1,1,0.5100417137145996,0.9213878512382507,0.5100417137145996,0.9213878512382507,0.4113461375236511,False,none
0,1,0.6040231585502625,0.9631689786911011,0.39597681164741516,0.9631689786911011,0.5671921968460083,True,"disagreement,high_confidence_disagreement"
1,0,0.9094540476799011,0.9034684300422668,0.9094540476799011,0.09653158485889435,-0.812922477722168,True,disagreement
1,0,0.8467428088188171,0.9693470597267151,0.8467428088188171,0.030652925372123718,-0.8160898685455322,True,disagreement
0,1,0.5568552613258362,0.9899119138717651,0.4431447386741638,0.9899119138717651,0.5467671751976013,True,disagreement
1,0,0.9037317037582397,0.9761783480644226,0.9037317037582397,0.023821651935577393,-0.8799100518226624,True,disagreement
1,1,0.6272926926612854,1.0,0.6272926926612854,1.0,0.3727073073387146,False,none
1,0,0.6426007747650146,0.9035934209823608,0.6426007747650146,0.09640657156705856,-0.5461941957473755,True,disagreement
1,0,0.7558295130729675,0.7784127593040466,0.7558295130729675,0.22158727049827576,-0.5342422723770142,True,disagreement
1,0,0.6563588380813599,0.8420745134353638,0.6563588380813599,0.15792547166347504,-0.49843335151672363,True,disagreement
1,0,0.906555712223053,0.9831182360649109,0.906555712223053,0.016881760209798813,-0.8896739482879639,True,disagreement
1,0,0.8203023672103882,0.7060937881469727,0.8203023672103882,0.29390621185302734,-0.5263961553573608,True,disagreement
